,query,answer,answer_regular_google,score_regular_google,answer_regular_microsoft,score_regular_microsoft,transcript_fisher,answer_fisher_google,score_fisher_google,answer_fisher_microsoft,score_fisher_microsoft,transcript_librispeech,answer_librispeech_google,score_librispeech_google,answer_librispeech_microsoft,score_librispeech_microsoft,transcript_tedlium,answer_tedlium_google,score_tedlium_google,answer_tedlium_microsoft,score_tedlium_microsoft
36,"The Tigers lost the game, which was a surprise to us.",我们觉得很惊讶老虎队竟然输掉了比赛。,老虎输掉了比赛，这是一个惊喜给我们。,0.42311785416105785,老虎队输掉了比赛，这是给我们一个惊喜。,0.33260249505555045,the tigers lost the game which was a surprise to us.,老虎失去了游戏，这是一个惊喜给我们。,0.7598356856515925,老虎队输掉了比赛，这是给我们一个惊喜。,0.33260249505555045,THE TIGER'S LOST THE GAME WHICH WAS A SURPRISE TO US.,老虎的丢失时，出乎美国的比赛。,0.3866252716278829,老虎的输掉了比赛，这是给我们一个惊喜。,0.2891784933232572,the tigers last game which was a surprise to us.,老虎最后一场比赛这是一个惊喜给我们。,0.7598356856515925,猛虎组织最后游戏是给我们一个惊喜。,0.6051012508914458
37,"It's fine, just make sure you don't say that again.",没关系，以后不这么说就好了。,没关系，只要确保你不要再这么说。,0.5773502691896257,很好，只是确保你不要再说了。,0.4591497693322865,it's fine just make sure you don't say that again.,它的罚款只是确保你不要再说了。,0.3672056269893593,它很好只是请确保你不要再说一遍。,0.6262844962765469,IT'S FINE JUST MAKE SURE YOU DON'T SAY THAT AGAIN.,它的罚款，只要确保你不要再说了。,0.4063798282013443,它的罚款只是确保你不要再说了。,0.3672056269893593,it's fine just make sure you don't say that again.,它的罚款只是确保你不要再说了。,0.3672056269893593,它很好只是请确保你不要再说一遍。,0.6262844962765469
38,The Zulu tribe in South Africa has its own language.,南非的祖鲁族人有着自己独特的语言。,南非祖鲁族有自己的语言。,0.3436446393954861,在南非的祖鲁部落有它自己的语言。,0.4876836638685217,it's really tried in south africa has its own language.,它在南非的真正尝试都有自己的语言。,0.34172334076593075,它真的在尝试南非有它自己的语言。,0.31702331385234306,AS ALERT THRIVE IN SOUTH AFRICA HAS ITS OWN LANGUAGE.,AS ALERT活跃在南非有自己的语言。,0.2460137257692754,作为警报的茁壮成长，在南非有它自己的语言。,0.2891784933232572,is alert tribe in south africa has its own language.,警惕部落在南非都有自己的语言。,0.31062573070803656,是警报在南非部落有它自己的语言。,0.31702331385234306
39,"There are mothers and fathers who will lie awake after the children fall asleep and wonder how they'll make the mortgage, or pay their doctor's bills, or save enough for their child's college education.",仍有在孩子熟睡后仍难以入眠的父母，他们担心如何偿还按揭月供、付医药费或是存够钱让孩子上大学。,有父亲和母亲谁将会躺在清醒后的孩子入睡和不知道他们怎样才能还清医生的账单，或存够钱送孩子上大学。,0.1103987035043989,有父亲和母亲将躺在清醒后的孩子入睡和不知道他们会作抵押，或支付医生的账单，或储存足够的孩子的大学教育。,0.7311104457090247,yeah i know there's an sunday surreal i like after the children fall asleep and wonder how if you make the mortgage or paid actors bills or save enough for their child's college education.,是的，我知道有一个超现实的星期天我喜欢后的孩子入睡和不知道如何，如果你作抵押或支付账单的演员或存够钱送孩子上大学。,0.10242823433667024,知道那里是星期天超现实我喜欢以后孩子掉熟睡如何如果你做抵押贷款或支付的演员法案或储存足够的孩子的大学教育。,0.6674589902828665,THERE ARE MOTHERS AND FATHERS WHO WILL LIE AWAKE AFTER THE CHILDREN FALL ASLEEP AND WONDER HOW HE'LL MAKE THE MORTGAGE OR PAY THEIR DOCTORS BILLS ARE SAVE ENOUGH FOR THE CHILD'S COLLEGE EDUCATION.,那里也是父亲和母亲谁将躺在清醒后的孩子入睡和不知道如何，他会作抵押或支付其医生票据攒够孩子上大学。,0.08775257144620445,有很多母亲和父亲将躺在清醒后孩子们入睡，难怪他会如何作抵押或支付其医生的法案攒钱供孩子的大学教育。,0.7598356856515925,there are mothers and fathers who will lie awake after the children fall asleep and wonder how he'll make the mortgage or pay the bills are save enough for their child's college education.,有父亲和母亲谁将会躺在清醒后的孩子入睡和不知道他会作抵押或支付账单是存够钱送孩子上大学。,0.11635402454082565,有很多母亲和父亲将躺在清醒后孩子们入睡，难怪他会如何作抵押或支付账单攒钱供孩子的大学教育。,0.7279723633898553
40,The accused is to appear before the court on Friday.,被告周五将会出现在法庭上。,被告是上周五出庭。,0.35733817274964674,被告是上周五出庭应讯。,0.5494128986804837,that she was just to appear before the part on friday.,她只是上周五的部分之前出现。,0.6865890479690392,她是在上周五的部分只是出庭。,0.668740304976422,THAT USED AS TO APPEAR BEFORE THE COURT ON FRIDAY.,THAT用作出现上周五在法庭上。,0.24808415001701814,使用就出现在法庭上周五。,0.331996523012736,that chooses to appear before the court on friday.,即选择上周五出庭。,0.3004843884984905,选择在周五出庭。,0.3954596950007842
41,"I didn't have time to cook dinner tonight, so I went out and bought a box meal.",今天没有空做晚饭，所以我去买了盒饭。,我没有时间做饭今晚的晚餐，所以我出去买了盒饭。,0.31535540524901323,我没有时间做晚饭今晚，于是出去买了盒里的饭。,0.5081327481546147,i didn't have time to cook dinner tonight so i went out and bought the bucks meal.,我没有时间做饭今晚的晚餐，所以我出去买了雄鹿一顿。,0.3381307292971254,我没有时间今晚做晚饭，于是出去买了块套餐。,0.3237722713145643,I DIDN'T HAVE TIME TO DINNER TONIGHT SO I WENT OUT AND BOUGHT THE BOX MEAL.,我没有时间共进晚餐SO I OUT去了，买了盒饭。,0.15989214998944032,我没有时间吃晚饭今晚于是出去买了盒里的饭。,0.4111336169005197,i didn't have time to cook dinner the night so i went out and bought about snail.,我没有时间做饭的夜晚，所以我出去买了约蜗牛。,0.371501159982672,我没有时间做饭晚上吃晚饭，于是出去买了关于蜗牛。,0.5081327481546147
42,Can you tell me how to get to the train station?,你可以告诉我要怎么去火车站吗?,你能告诉我怎么去火车站？,0.3746792881553041,你能告诉我去火车站怎么走吗？,0.628016973395869,can you tell me how to get to the train station.,你能告诉我怎么去火车站。,0.3746792881553041,你能告诉我去火车站怎么走。,0.5717514108869871,CAN YOU TELL ME HOW TO GET TO THE TRAIN STATION.,你能告诉我怎么去火车站。,0.3746792881553041,你能告诉我去火车站怎么走。,0.5717514108869871,can you tell me how to get to the train station.,你能告诉我怎么去火车站。,0.3746792881553041,你能告诉我去火车站怎么走。,0.5717514108869871
43,I lost a school key when I was cleaning up after the school festival and I was then required to write an apology letter.,我在校庆后打扫的时候弄掉了一把学校的钥匙，我被迫写了一份检讨。,我失去的时候我是学校节后清理一所学校的钥匙，我被要求写一封道歉信。,0.19383418023456653,当清理学校的节，然后要求我在写一封道歉信，我失去了学校的关键。,0.4838474839044685,i lost you still see when i was cleaning up after the still festival and i was then required to write an apology letter.,我失去了你仍然可以看到当我仍然节后清理，然后我被要求写一封道歉信。,0.7111483098671847,当清理还是节，我然后被要求写一封道歉信，我失去了你还看。,0.3283632246996666,I LOST AS FILTHY WHEN I WAS CLEANING UP AFTER THE SCHOOL FESTIVAL AND I WAS THEN REQUIRED TO WRITE AN APOLOGY LETTER.,我失去了像污秽的，当我清理校庆后和我当时要求写道歉书。,0.3211854268645972,当清理学校的节，然后要求我在写一封道歉信，我失去了作为肮脏。,0.4609337441812763,i lost a school play when i was playing out that for the school festival and i was then required to write an apology letter.,我失去了一个学校玩，当我在玩出为学校的节日，当时我要求写的道歉信。,0.4272870063962341,我丢失了学校戏剧时正在上演，为学校的节，然后要求我在写一封道歉信。,0.4362874590298469
44,"When a friend comes from afar, is that not delightful?",有朋自远方来，不亦乐乎？,当一个朋友从远方来，是不是令人愉快？,0.2460137257692754,当一位朋友从远方来，不是令人愉快吗？,0.23266541684590056,well my friend turns from as far as that not delightful.,还有我的朋友从原来只要不是令人愉快的。,0.0,好我的朋友从那段路远，不会令人愉快。,0.5169731539571706,WHEN A FRIEND COMES FROM THE FIRES THAT NOT DELIGHTFUL.,当朋友来自火灾不是心旷神怡。,0.0,一个朋友来自火灾时，不令人愉快。,0.5491004867761125,when a friend firms from the far is that not a light fall.,当从远处朋友的企业是不轻落。,0.0,一个朋友的公司远不是小雪。,0.0
45,"If so, then there's no problem at all, is there?",如果是这样的话，就甚么问题也没有了，不是吗？,如果是这样，那么就完全没有问题，不是吗？,0.3864162606017152,如果如此，然后有根本没有问题，还有吗？,0.6548907866815301,so then freeze no problem at all is there.,所以后来冻结一点问题都没有在那里。,0.4056114983537769,所以当时冻结根本究竟有没有问题。,0.34107725495137897,IF SO THEN FREEZE NO PROBLEM AT ALL IS THERE.,如果是这样那么FREEZE一点问题都没有出现。,0.23356898886410005,如果那么冻结根本究竟有没有问题。,0.4056114983537769,if so then freeze no problem at all is there.,如果是的话冻结在所有没有问题是存在的。,0.4671379777282,如果那么冻结根本究竟有没有问题。,0.4056114983537769
46,If you’re going to be like this I’ll just leave.,你这样的话我就走了。,如果你打算要这样我就离开。,0.5133450480401704,如果你要这样，我就会离开。,0.4854917717073234,if you're going to be like this i'll just leave.,如果你打算要这样我就离开。,0.5133450480401704,如果你要这样，我就会离开。,0.4854917717073234,IF YOU'RE GOING TO BE LIKE THIS I'LL JUST LEAVE.,如果你打算要这样我就离开。,0.5133450480401704,如果你要这样我就会离开。,0.5133450480401704,if you are going to be like this i'll just leave.,如果你将要这样我就离开。,0.4824015383731099,如果你将要像我就会离开。,0.4854917717073234
47,"Don't you think the name ""The Sacred War"" sounds a bit sarcastic?",你不觉得这个名字很讽刺吗，「神圣的战争」？,难道你不认为“神圣的战争”这个名字听起来有点讽刺的？,0.26460159523593296,你不觉得这个名字的神圣战争听上去有点讽刺吗？,0.3187470108658517,don't you think the name the sacred war sounds of its artistic.,你不觉得这个名字其艺术的神圣战争的声音。,0.2788569356565234,你不觉得名称及其艺术神圣战争之声。,0.22037683178534845,DON'T YOU THINK THE NAME THE SACRED OR SOUNDS A BIT SARCASTIC.,难道你不觉得这个名字的神圣或听起来有点讽刺的。,0.2574866101628968,难道你不认为名称神圣或听起来有些讽刺。,0.5942647088781684,thank you thank the name the sacred war sounds a bit sarcastic.,感谢你感谢神圣的战争听起来有点讽刺的名字。,0.2534901676236048,感谢你感谢名称神圣战争声音有点讽刺。,0.5398107890052649
48,"We can continue playing, as long as we don't make too much noise.",我们可以继续玩，别吵到别人就行了。,我们可以继续玩下去，只要我们不作过多的噪音。,0.18207052811092134,我们可以继续玩，只要我们不要让太多的噪音。,0.2782462328835313,you can't continue playing as long as we don't make too much nice.,你不能继续只要打我们不作过多不错。,0.6262844962765469,你不能继续播放，只要我们不要太多好。,0.7447819789879647,WE CAN CONTINUE PLAYING AS LONG AS WE DON'T MAKE TOO MUCH NICE.,我们可以继续玩，只要我们不要作过多NICE。,0.23961829057131984,我们可以继续玩只要我们不要太多好。,0.22652581507881556,he can continue playing as long as we know it makes too much.,他可以继续玩，只要我们知道它使太多。,0.21401603033752972,他可以继续播放，只要我们知道它使太多。,0.42311785416105785
49,"It's the answer that led those who've been told for so long, by so many, to be cynical and fearful and doubtful about what we can achieve, to put their hands on the arc of history and bend it once more toward the hope of a better day.",就是这个答案，让那些长久以来被灌输要嘲讽、害怕和怀疑自身能力的人们 把他们的手放在历史的弧线上，将它弯向一个更美好的一天的希望。,这是导致这些谁一直在说这么长时间，这么多，是玩世不恭和恐惧和怀疑是我们能够实现，要放在历史的弧度他们的手朝的希望再次弯曲答案更好的一天。,0.11787116595467648,正是这个答案，导致这些一直在说这么长时间，这么多，是玩世不恭和恐惧和怀疑我们能做些什么，把他们手中的弧的历史和弯曲再次向希望更好的一天。,0.22320324439069286,it's the answer that lead those have been sold for so long by so many to be cynical in fearful in gel fill about what we can achieve to put their hands and america's history and then that one's more for the hope of the better day.,这导致那些已经被卖了这么长时间这么多的是在凝胶填充物是我们能够实现把他们的手和美国的历史玩世不恭的恐惧，然后，一个人的多为美好明天的希望的答案。,0.07914930403980065,它长的这么多是愤世嫉俗的恐惧对我们所能取得的把他们的手和美国的历史，然后那个凝胶填充中是更多的美好的一天，希望为已售出带领那些答案。,0.12814247567205705,IT'S ANSWER THAT LED THOSE WHO HAVE BEEN TOLD FOR SO LONG BY SO MANY TO BE CYNICAL AND FEARFUL AND DOUBTFUL ABOUT WHAT WE CAN ACHIEVE TO PUT THEIR HANDS ON THE ARK OF HISTORY AND BEND IT ONCE MORE FOR THE HOPE OF A BETTER DAY.,IT的回答，导致那些一直在说这么长时间这么多的是什么，我们能够实现把他们的手对历史的约柜BEND IT更加为更好的明天的希望玩世不恭和恐惧和怀疑。,0.08073097285821372,它的答案，导致这些一直被告知等长这么多的玩世不恭和恐惧和怀疑是我们能够实现将双手放在历史的约柜和弯曲它再一次为美好明天的希望。,0.1027857130724428,it's than so that led those have and then told for so long by so many to be cynical and fearful and doubtful about what we can achieve to put their hands on the arc of history and bend it once more toward the hope of a better day.,它比这样就导致那些具有然后叫了这么多这么久是玩世不恭和恐惧和怀疑是我们能够实现把历史的弧线他们的手和朝向美好明天的希望再一次弯曲。,0.22032770906972732,它是比，带领那些了，然后告诉为长久以来，很多是玩世不恭和恐惧和怀疑是我们能够实现把他们手中的弧的历史和弯曲再次向希望更好的一天。,0.18174215817676528
50,We have not had a single drop of rain for two weeks.,这两个礼拜一滴雨也没下过。,我们还没有下雨了两个星期一滴。,0.4154558917744325,我们还没有两个星期的一滴雨。,0.5491004867761125,we have not had a single drop of rain for two weeks.,我们还没有下雨了两个星期一滴。,0.4154558917744325,我们还没有两个星期的一滴雨。,0.5491004867761125,WE HAVE NOT HAD A SINGLE DROP OF RAIN FOR TWO WEEKS.,我们没有两周雨一滴。,0.5779390907776394,我们还没有两个星期的一滴雨。,0.5491004867761125,he had not had a single drop of rain for two weeks.,他没有雨两周一滴。,0.5779390907776394,他两个星期没有一滴雨。,0.4888290318657942
51,"However, compared to that in cities, rural use of online news, search engines, online shopping, online banking, online stocks and so on is much lower.",但是，相对于城镇网民，农村网民对网络新闻、搜索引擎、网络购物、网上银行和网上炒股等应用程度要低很多。,然而，相比于城市，农村使用的网络新闻，搜索引擎，网上购物，网上银行，网上股票等要低得多。,0.4425609616657895,然而，相比，在城市，农村使用的在线新闻，搜索引擎，网上购物、 网上银行、 在线股票等等是低得多。,0.1100748204690766,however compared to that in cities rural uses online news search engines online shopping online banking online stocks and so on is much lower.,然而，相比于城市乡村的用途在线新闻搜索引擎，网上购物网上银行在线股票等要低得多。,0.2894550299597187,但是相比，在城市农村使用在线新闻搜索引擎在线购物网上银行在线股票低很多。,0.15384241213280264,HOWEVER COMPARED TO THAT IN CITIES GIRL USE OF ONLINE NEWS SEARCH ENGINES ON LINE SHOPPING ON LINE BANKING ONLINE STOCKS AND SO ON HIS MUCH LOWER.,无论其相比于城市GIRL使用网上新闻搜索引擎对网上购物ON LINE银行网上股票章等他的要低得多。,0.7598356856515925,但是相比，在城市的女孩使用的在线新闻搜索引擎在线购物网上银行在线股票等等他低得多。,0.2615521450265495,have a comparative that in cities are all use of online news search engines online shopping online banking online stops and so on is much lower.,有一个对比，在城市都采用网上新闻搜索引擎，网上购物网上银行在线停止等要低得多。,0.283226548965543,有比较，在城市是所有的在线新闻搜索引擎在线购物网上银行在线停止使用低得多。,0.2340647320642645
52,"If you're going to say it, you have to say it with force, and take away your opponent's ability to retaliate.",要说，就要说得有力量，使对方失去反击的能力。,如果你打算说出来，你必须用武力说出来，并带走你的对手的报复能力。,0.3508439695638686,如果你要说它，你不得不说它与力量，和你对手的能力，以进行报复。,0.4806216298219478,hi i'm going to say you have to say it was worse and take away your opponents ability to retaliate.,嗨，我是会说你不得不说这是糟糕，带走你的对手进行报复的能力。,0.1972940627795884,要说你不得不说它更糟糕的是嗨，带走你的对手采取报复行动的能力。,0.21834177214239064,IF I ARE GOING TO SAY YOU HAVE TO SAY IT WITH FORCE AND TAKE AWAY OUR OPPONENTS ABILITY TO RETALIATE.,如果我会说你不得不说其与力并带走我们的对手有能力进行报复。,0.7400828044922853,如果我是要说你要说它用力量，带走了我们的对手能力进行报复。,0.5035337887555859,if i am going to say you have to say it will force and take away our opponents of the lucky to retaliate.,如果我要说，你不得不说，这将迫使并带走我们的幸运对手报复。,0.2127002417391348,如果我要说你想说它将迫使和带走我们的幸运，报复的对手。,0.3544801439961181
53,"Our sister bought some eggplants, potatoes, zucchinis and Chinese cabbage at the market.",姐姐在市场买了一点茄子、土豆、丝瓜和大白菜。,我们的姐姐买在市场的一些茄子，土豆，西葫芦和中国白菜。,0.414123876566552,我们的妹妹买了一些茄子、 土豆、 西葫芦和大白菜在市场。,0.23446219441058624,our sister bought some make plans potatoes fifteen niesen chinese cabbage at the market.,我们的姐妹买了一些在市场出谋划策土豆15尼森中国白菜。,0.4728708045015879,我们的姐妹买了些使计划土豆十五 niesen 大白菜在市场。,0.4381129694353713,OUR SISTER BOUGHT SOME EGG PLANTS POTATO SOUP PEONIES AND CHINESE CABBAGE AT THE MARKET.,我们的姐妹买了一些茄子土豆汤牡丹白菜在市场上。,0.42610827239170174,我们的姐妹买了一些鸡蛋植物马铃薯汤牡丹和在市场上的白菜。,0.4450050658086207,our sister about cement plant potatoes suu kyi nice and chinese cabbage at the market.,我们对水泥厂土豆的妹妹苏姬很好的和中国白菜在市场上。,0.6964705665515708,我们对水泥厂土豆昂山素季漂亮妹妹和市场大白菜。,0.3917906646317953
54,My father always said that heaven helps those who help themselves.,我父亲总是说天助自助者。,我的父亲总是说，皇天不负谁帮助自己。,0.19674979811155635,我爸爸总是说那些自助者天助。,0.628016973395869,my father always said that haven't helps those who help themselves.,我的父亲总是说，没有帮助那些谁帮助自己。,0.19674979811155635,我的父亲总是说，还没有帮助那些帮助自己的人。,0.16943571815930886,MY FATHER ALWAYS SAID THAT HEAVEN HELPS THOSE WHO HELP THEMSELVES.,父亲总是说，皇天不负有心人。,0.2777619034011791,我爸爸总是说那些自助者天助。,0.628016973395869,my father always said that heaven help those who help themselves.,我的父亲总是说，上帝保佑那些谁帮助自己。,0.19674979811155635,我爸爸总是说那天堂帮助那些帮助自己的人。,0.6930977286178778
55,An old man was resting in the shade of the tree.,一个老人在树荫下休息。,一位老人正在休息的树荫下。,0.5081327481546147,一位老人在树的树荫下休息。,0.31239399369202553,an old man was resting in the shade of the tree.,一个老人在休息的树荫下。,0.5,一位老人在树的树荫下休息。,0.31239399369202553,AN OLD MAN WAS RESTING IN THE SHADE OF THE TREE.,一位老人正在休息在树的树荫下。,0.4617366309441026,一位老人在树的树荫下休息。,0.31239399369202553,an old man was resting in the shade of the tree.,一个老人在休息的树荫下。,0.5,一位老人在树的树荫下休息。,0.31239399369202553
56,Do you think you can live on a dollar a day in America?,你觉得你在美国每天只用一美元能生活吗？,你认为你可以在一天住在一美元在美国？,0.5266403878479267,你认为你能住上一天一美元在美国吗？,0.6206161803077822,do you think you can live on the dollar day in america.,你认为你可以住在美元日在美国。,0.35152027568985705,你认为你可以在美元一天住在美国。,0.3908516198067448,DO YOU THINK YOU CAN LIVE ON A DOLLAR DAY IN AMERICA.,你觉得你可以住在在美国DOLLAR DAY。,0.23526778433575635,你认为你可以住在一天的美元在美国。,0.4100618768894248,you think you can live on a dollar a day in america.,你认为你可以在一天住在一美元在美国。,0.5067309892897293,你认为你能在一天一美元在美国生活。,0.5240124171055637
57,The substance is light enough to float on the water.,这种物质很轻，可以浮在水面上。,该物质是很轻，漂浮在水面上。,0.5280972216470737,这种物质很轻，浮在水面上。,0.6690484408935986,substances light enough just love and the water.,物质光照充足只是喜欢和水。,0.5506953149031838,物质光就足够的爱和水。,0.6143868746168435,THE SUBSTANCES LIGHT ENOUGH TO FLOAT ON THE WATER.,物质光照充足浮在水中。,0.3618899051393925,轻到可以浮在水面上的物质。,0.35930411196308426,the substance is light enough to fluff and the water.,该物质是足够的光来绒毛和水中。,0.6529942057256104,这种物质是轻，足以能够绒毛和水。,0.5491004867761125
58,"Because of a flaw in the original design, our website is vulnerable to SQL injection attacks.",由于最初设计中的一个缺陷，我们的网站易受到SQL注入攻击。,因为在最初的设计中存在缺陷，我们的网站很容易受到SQL注入攻击。,0.4924584878270648,由于原设计有缺陷，我们的网站是容易受到 SQL 注入式攻击。,0.35424204380331065,because of the sign original designer website is vulnerable to sponge action attacks.,因为符号原创设计师的网站很容易受到海绵行动攻击。,0.3171576880628693,因为路牌原始设计师网站就很容易以海绵行动攻击。,0.2347229512478577,BECAUSE OF A FLAW IN THEIR ORIGINAL DESIGN ARE WEB SIGHT IS VULNERABLE TO SPONGE ACTION ATTACKS.,因为探伤在他们的原始设计是Web的视力容易受到海绵ACTION攻击。,0.322888846243622,由于其原始缺陷设计是 WEB 视线是易受海绵行动攻击。,0.3426116434593994,because of a foreign the original design our website is vulnerable to sponge action attacks.,因为国外的原创设计我们的网站很容易受到海绵行动攻击。,0.2410115055758716,由于外国原设计我们的网站很容易海绵行动攻击。,0.2017182530512868
59,You have only to read this article to see how serious the accident was.,你只要读读这篇文章，就能知道那意外有多严重。,你只有阅读这篇文章，看到这起事故是多么严重。,0.190220828115683,只你要读这篇文章，看看这次事故是多么严重。,0.190220828115683,you have only to read this article to see how serious the accident was.,你只有阅读这篇文章，看到这起事故是多么严重。,0.190220828115683,只你要读这篇文章，看看这次事故是多么严重。,0.190220828115683,YOU HAVE ONLY TO READ THIS ARTICLE TO SEE HOW SERIOUS THAT'S AN INQUEST.,你只有通过阅读这篇文章，看看如何严重，是一个勘验。,0.1760928267911618,只你要读这篇文章，看看如何严重，死因研讯。,0.1760928267911618,you have only to read this article to see how serious that seven was.,你只有阅读这篇文章，看看如何严重的有七了。,0.1830296168671468,只你要读这篇文章来看，七是多么严重。,0.27145609438915674
60,We're on strike because the company hasn't improved our wages.,我们之所以罢工是因为公司没有改善我们的工资。,我们罢工，因为该公司一直没有改善我们的工资。,0.4324227075463215,我们在罢工，因为公司并没有改善我们的工资。,0.4525888007890558,right on strike because the company has improved our wages.,正确的罢工，因为该公司已经提高了我们的工资。,0.2044800736021839,对罢工因为公司拥有完善我们的工资。,0.2658156069371863,ROUND STRIKE BECAUSE THE COMPANY HAS IMPROVED OUR WAGES.,ROUND罢工，因为该公司提高了我们的工资。,0.1760928267911618,一轮罢工，因为公司拥有完善我们的工资。,0.2620251007173262,brown strike because the company has improved our wages.,棕色的罢工，因为该公司已经提高了我们的工资。,0.2044800736021839,布朗罢工因为公司拥有完善我们的工资。,0.2658156069371863
61,It is better to do well than to say well.,说的好不如做的好。,这是更好地做好，而不是说好了。,0.7311104457090247,它是好不如说得好。,0.44815260192961937,it's better to do around then to say well.,这是更好地做身边然后说好。,0.4617366309441026,它是更好，做好身边，然后说的好啊。,0.40016016019225004,IT IS BETTER TO DO WELL THEN TO SAY WELL.,这是更好地做好再到井说了。,0.7071067811865476,它是更好，要做得更好，然后说的好啊。,0.3976353643835253,it is better to do well then to say well.,这是更好地做好，然后说好。,0.4366835442847812,它是更好，做得很好然后说的好啊。,0.42610827239170174
62,University life is the time when you enjoy yourself to the fullest!,大学生活就是你尽量享受自己的时候！,大学生活是当你尽情享受最充分的时候了！,0.5659119256652702,大学生活是当你享受自己的时间 ！,0.386625271627883,university life is the time when you enjoy yourself to the fullest.,大学生活是当你尽情享受最充分的时间。,0.4617366309441026,大学生活是当你享受自己的时间。,0.3739316719528472,UNIVERSITY LIFE IS THE TIME WHEN YOU ENJOY YOURSELF TO THE FULLEST.,大学生活当你享受自己的最大限度的时间。,0.3200286101270288,大学生活是当你享受自己的时间。,0.3739316719528472,in adversity life is the time when you enjoy yourself to the fullest.,在逆境中生活，当你尽情享受最充分的时间。,0.7311104457090247,在逆境中生活是当你享受自己的时间。,0.3087818953963449
63,The area around the melting ice cream was crawling with ants.,在那滩冰淇淋的周围，有一群蚂蚁在爬来爬去。,围绕融化的冰淇淋的面积有蚂蚁在爬。,0.24223642161749445,融化的冰淇凌周围爬满了蚂蚁。,0.5211800066797583,the area round the melting ice cream was probably with and.,区域轮融化的冰激凌可能与和。,0.3154367391372182,融化的冰淇凌周围可能是与和。,0.4586966408609144,VERY ARE AROUND THE MELTING ICE CREAM WAS CRAWLING WITH ANTS.,非常围绕熔化冰淇淋爬满了蚂蚁。,0.3751196145152372,很是周围融化冰激淋爬满了蚂蚁。,0.43645382979233377,the area and the melting ice cream was crawling with dance.,面积和融化的冰淇淋用舞蹈爬行。,0.3490881360123862,该地区和融化的冰激淋爬行与舞蹈。,0.3670124608961283
64,He amassed a fortune in stock trading during the last boom.,他在上个景气时期炒股攒下了一笔钱。,他最后一次繁荣时期积累了股票交易的财富。,0.7875110621102679,他积聚了一大笔钱在股票交易在最后一个繁荣时期。,0.5081327481546147,yeah nasty fortune and stock trading during the last one.,最后一个过程啊讨厌的财富和股票交易。,0.4165926999433137,是令人讨厌的财富和股票交易在最后一个期间。,0.5878560343277044,HE AMASSED A FORTUNE AND STOCK TRADING DURING THE LAST BOOM.,HE积累了一笔财富和股票交易THE LAST繁荣时期。,0.195540163764618,他积累财富和股票交易在最后一个繁荣时期。,0.6990825786197901,he amassed a fortune and stop training during the last them.,他在过去他们积累了财富，罢训。,0.3640861793228487,他积累的财富和停止期间最后一次训练他们。,0.6930977286178778
65,St Mark's Square in Venice is always swarming with tourists in the summer.,威尼斯的圣马可广场在夏季总是挤满了游客。,圣马克在威尼斯广场总是在夏天游客蜂拥而至。,0.8593887047640296,在夏天，在威尼斯圣马克广场总是挤满游客。,0.5706745777055999,street smarts than than it is always learning with terrorists in the summer.,街头智慧比超过它总是在夏天恐怖分子学习。,0.7071067811865476,比它总是在学习与恐怖分子在夏天的街头智慧。,0.7311104457090247,STRAIGHT MARKS WHERE IN VENICE IS ALWAYS SWARMING WITH TOURISTS IN THE SUMMER.,直MARKS凡在威尼斯总是在夏天蜂拥旅游者。,0.7311104457090247,直标志着凡在威尼斯总是挤满了游客在夏天。,0.24384183193426084,st marks were in venice is always swarming with tourists in the summer.,圣马可分别在威尼斯总是在夏天游客蜂拥而至。,0.7963580315032781,st 标志在威尼斯总是挤满了游客在夏天。,0.24384183193426084
66,There is a castle in the background of the picture.,图片的背景是一座城堡。,有一个在画面的背景一座城堡。,0.31239399369202553,照片的背景中还有一座城堡。,0.3549481056010053,there's a lot in the background of the picture.,有很多在图象的背景。,0.44815260192961937,有很多图片的背景。,0.3640930239806873,THERE IS A CASTLE IN THE BACKGROUND OF THE PICTURE.,有一个在画面背景中的城堡。,0.4854917717073234,那里是一座城堡里的背景图片。,0.3356891925037239,there is a castle in the background of the picture.,有一个在画面的背景一座城堡。,0.31239399369202553,照片的背景中还有一座城堡。,0.3549481056010053
67,"If it is fine tomorrow, we'll go on a picnic.",如果明天天气好，我们就去野餐。,如果明天天气好，我们就去野餐。,1.0,如果明天天气好，我们就去野餐。,1.0,if they design tomorrow i'll go on the picnic.,如果他们明天的设计我会去野餐。,0.4854917717073234,如果他们的设计明天我就去野餐。,0.3753119268751697,IF THAT IS FINE TOMORROW WELL THOUGH ON A PICNIC.,如果明天天气好井虽然野餐。,0.32260135189272865,如果明天天气好的话，那么虽然上一次野餐。,0.19674979811155635,the fed is find some are well go on the picnic.,美联储发现有些还是去野餐。,0.3836398229803295,美联储是找到一些好去野餐。,0.42456725576936255
