query,polarity,magnitude
"I HEAR THAT THE DA VINCI CODES OF TOO.",-1,0.2
"TO SEE THE DA VINCI CODE WHICH TOTALLY EXCEPT BALLS.",-1,0.7
"IT'S BEEN ON A COUPLE OF TIMES ALREADY BECAUSE I THINK THE DA VINCI COULD SUCKS AND NEVER TOOK THE EFFORT OF WATCHING IT.",-1,0.9
"HARRY POTTER STILL SUCKS THOUGH.",-1,0.9
"MISSION IMPOSSIBLE YEA SOCKS.",1,0
"I KNOW THAT A LOT OF PEOPLE OUT THEIR THINK THAT HARRY POTTER IS STUPID AND LAME.",-1,0.9
"I KNOW GARVIN SEACOVE IS GOING TO SUP.",1,0.2
"THEN I LOVE BROKE ABOVE MOUNTAIN.",1,0
"I HAVE CICELY HATE THE DA VINCI COME THEN.",-1,0.8
"I AM SICK OF HARRY POTTER'S HEAVE AM SURE THE KIDS MUST BE TOO.",1,0.3
"I ALSO HATE THE DA VINCI CODE.",-1,0.8
"IF JESUS'S FABRICATED A LAW THE DA VINCI CONVENT CHRISTIANITY IS WORTHLESS.",-1,0.8
"AGAIN AS WAS WHAT MAY BROKE ABOVE MOUNTAIN SUP.",-1,0.8
"FOR THE BUT MOUNTAIN IS EARLY DEPRESSING MOVIE.",-1,0.4
"I AM A CHRISTIAN AND I ABSOLUTELY HATE THE DA VINCI CODE.",-0.9,0.6
"HARRY POTTER CANS OF MY PLATE.",1,0.2
"THAT YOUNG WHOM JAMES HAS THIS TRUE I AWFUL LOOKING DA VINCI FOR THE HE MADE SKIN ON ITS CHESSBOARD RIGHT NOW.",-1,0.8
"I GOT HOLD OF KELSEY AND WE WENT TO HAVE SEEN WEAPON SAW THE DA VINCI COVE WHICH CONVERTS UP THEN WENT AND BOUGHT REALLY REALLY BAD FOOD AT JOHNNY RAPIDS.",-1,0.1
"I TOO LIKE HARRY POTTER.",1,0.2
"THE DA VINCI CONCEPTS THROUGH.",1,0.2
"I HATED BROKE ABOVE MOUNTAIN AND NOT BECAUSE THE MAIN CHARACTERS WERE GAY.",-1,0.9
"AS MUCH AS I HATE HARRY POTTER YOU'VE GOT A LOVE THIS DECAYING AND DECOMPOSING HAD BEFORE BRINGING THE GARTH HER PARK TO THE WORLD.",-1,0.4
"BESIDES DOVE IN SECRET SUCKS.",-1,0.9
"THE GEORGIA MOTHER WARNS THAT THE HARRY POTTER BOOKS ARE AN EVIL ATTEMPT DREAMED OF TRINA CAVES INTO THE WICKER RELIGION AND MUST BE STOP.",-0.9,0.6
"LIKE FORM HE BROKE THE BACK MOUNTAIN SECT BECAUSE I DIDN'T HAVE THE FELL FOR ITS PLANKS.",-1,0.8
"AND I VINCY CONCEPTS.",1,0.2
"FOR THE BUT MOUNTAIN WAS INCREDIBLY DEPRESSING I LIKED IT BUT IT WAS QUITE DEPRESSING.",-1,0
"THE THURSDAY MOVIE WAS BROKEN OFF MOUNTAIN WHICH WAS ACTUALLY REALLY TERRIBLE.",-1,0.9
"HE DIVED HEAD OF AN SECURED SUCKED.",-1,0.9
"I WISH I COULD RIDE THE PAPER ENTITLED BY HARRY POTTER IS AWESOME.",1,0.9
"I HEARD THE DA VINCI CONCEPT.",1,0.2
"FOR THE BUT MOUNTAIN LARRY MC MURTRY DIANA ASENATH HAVE ACCEPT MOVIE WAS A BETTER THEY HAD A LOT OF WORK TO DO.",-1,0
"THEY'LL PROBABLY GET MURDERED A THOUSAND TIMES OVER BY EVERYONE FOR SAYING IT BUT I HATE HARRY POTTER.",-1,0.9
"MY SEX EVEN TO SILVER GAIN FIERCER JAIL FELL THROUGH SO INSTEAD I BOUGHT THE SCRAPPY HARRY POVERTY IN FIERCE EARTH HUTS SHAPED LIKE A FROG.",-1,0.9
"I DON'T UNDERSTAND HOW THAT VITH HIS FUNNY BUT HARRY POTTER SEX ANYWAYS.",-1,0.3
"WE WATCHED HORRIBLE MOVIES SUCH AS BROKE ABOUT MOUNTAIN AND JUST MY LUCK.",-1,0.9
"MISSION IMPOSSIBLE YEA IS GOING TO SUCK BALLS.",-1,0.7
"WHILE ROUND THE TOPIC HARRY POTTER STINKS.",-1,0.9
"I HATE HATE HATE ON FROZEN MISSION IMPOSSIBLE MOVIES BUT I THINK I MAY GO SEE THIS NEW UNCAS.",-1,0.8
"MISSION IMPOSSIBLE BOTH THE FIRST AND SECOND SECT.",-1,0.8
"WHICH IS WHY I SAID SILENT HELL TURNED INTO REALITY CAUSE I WAS HE LIKED GOING MISSION IMPOSSIBLE DOWN THAT BITCH.",-1,0.8
"THE DA VINCI COULD SURPASS.",1,0.2
"BUT ANYWAY FOR ANYONE HAS READ THIS FAR THE NEW MISSION IMPOSSIBLE SUCKS.",-1,0.5
"MISSION IMPOSSIBLE PHRASE SO SHOULD A MOVIE EVEN PHILIP SEYMOUR HOFFMANN AND SIMON PEG.",1,0.1
"AN ULTIMATE MARVEL HARRY POTTER SOCKS.",1,0.1
"WHICH IS PROBABLY WHY A DISLIKE BROKE ABOUT MOUNTAIN.",-1,0.9
"FORGIVE OF MOUNTAIN WAS EXTREMELY DEPRESSING.",1,0.2
"HARRY POTTER SECT HA I'M GLAD HE GOT SENT HOME BUT THEY ALSO IF I DON'T LIKE FIVE ORESTES THE FLOW OF EH.",-1,0.4
"SINCE MISSION IMPOSSIBLE IS A PIECE OF CRAP.",-0.9,0.9
"FORGIVE A FOUNTAIN IS HORRIBLE.",-1,0.9
"AND HAPPY THAT THE DA VINCI COULD SUCKS.",-1,0.8
"I LOVE THE HARRY COVER SERIES IF YOU CAN COUNT THAT AS A BOOK ALSO FETCHER AND THAT I JANE EYRE THE VIRGIN SUICIDES YET.",1,0.8
"FOR THE BUT MOUNTAIN IS STILL DEPRESSING I STILL HAVE THE VAN THOUGH THE INSURANCE RUNS OUT SOON THE ROOM IS MISSY AGAIN WHERE BEING WHEN.",-1,0.8
"AFTER THAT WE DECIDED TO SEE MISSION IMPOSSIBLE YEAR WHICH SOFA LITTLE OF IT.",-1,0
"I HATED HARRY POTTER.",-0.9,0.9
"IN SORRY I HATE TO READ HARRY POTTER BUT I LOVE THE MOVIES.",1,0.3
"I HATED THE DA VINCI CLOVE THE MOVIE WITH HAVE FASHION IT WAS BARRING AND MADE ME SAID THAT IMMOVABLE OSSIFYING THE NAME OF GAZE AS OF BEING WHIRLED WIFE.",-1,0.7
"HARRY POTTER THE OTHER TWO SEC.",1,0
"OR THAT AWFUL BATH WHISTON BROKE ABOVE MOUNTAIN THIS VARIES THE NAME ON THE FASHION.",-1,0.9
"FOR THE BUT MOUNTAIN IS OFFICIALLY THE MOST DEPRESSING MOVIE I HAVE SEEN IN THE LAST SIX MONTHS.",-1,0.2
"THE ONE THING OR IF HE DRESSED AS A CHARACTER FROM HARRY POTTER AND THE SELFISH IRON THOUGH IT LOOKED MORE LIKE OF DEMONS PRIME.",-1,0.1
"AND JOAN KEEPS TELLING ME HOW BROKE ABOVE MOUNTAINS OF SO MUCH BUT EVERY ONE ELSE LIKED IT SO I THINK THEY'LL GO SIT.",-1,0.8
"I LOVE THE MISSION IMPOSSIBLE THEME.",1,0.4
"FORGIVE OF MOUNTAIN WAS SO AWESOME.",1,0.9
"FOR THE BUT MOUNTAIN WAS AND AS A MOVIE.",-1,0.3
"I LIKE THE FIRST MISSION IMPOSSIBLE.",-1,0.4
"THAT'LL OF BROKE ABOUT MOUNTAIN LOWELL.",-1,0.8
"I LOVE THE DA VINCI CO TWO.",1,0.8
"THE DAY WAS SO COOL AND MISSION IMPOSSIBLE WROTH.",1,0.6
"THE STORY OF HARRY POTTER IS A DEEP AND PROFOUND ONE AND I LOVE HARRY POTTER.",1,0.9
"HERE THY LOVE BROKE ABOUT MOUNTAIN.",-1,0.3
"THE PEOPLE WHO ARE WORTH AT KNOW HOW MUCH I LOVE THE DA VINCI COVE.",1,0.8
"WE WENT TO SEE ABRUPTLY BUFF MOUNTAIN WHICH WAS A TRULY BEAUTIFUL PHELIM AND I'M ASHAMED TO SAY I WEPT FOR FULL FIVE MINUTES AFTERWARDS.",1,0.8
"I WANTED DESPERATELY TO LOVEY SAID IVAN SEEK OUT AS A FILM.",-1,0.3
"I LIKE MISSION IMPOSSIBLE MOVIES BECAUSE YOU NEVER KNOW HOUSE ON THE RIGHT SIDE.",-0.9,0.6
"PERSONALLY I LOVE THE DA VINCI CUT IT'S A GREAT THRILLER.",1,0.9
"SOME MISSION IMPOSSIBLE YEAR WHICH WAS AWESOME.",1,0.8
"I LIKE TH MISSION IMPOSSIBLE ONE.",-1,0.8
"BY THE WAY MISSION IMPOSSIBLE THREE WAS AWESOME.",1,0.2
"THE DA VINCI COVERS US AND I CAN'T WAIT TO READ IT.",1,0.7
"I LOVE THE DA VINCI CODE BUT IT RAISES A LOT OF THEOLOGICAL OFFENDS MOST OF WHICH ARE VERY ABSURD.",1,0.6
"I STILL LOVE BROKE ABOUT MOUNTAIN AND WHERE I.",-1,0.1
"THE DA VINCI COVERS REALLY DEAD.",-1,0.8
"I HAVE BEEN SENTRY FORMATION IMPOSSIBLE AND THE STATION FOR BUMPERS.",-1,0.6
"HARRY POTTER GORGEOUS.",1,0.8
"I LOVE HARRY POTTER.",1,0.9
"I LOVE THE FIRST MISSION IMPOSSIBLE.",1,0.4
"I REALLY LOVE THE DA VINCI CODE.",1,0.9
"I ABSOLUTELY LOVE HARRY POTTER AS YOU CAN TELL ALREADY.",1,0.9
"I LOVE READING DA VINCI COULD CAN'T WAIT FOR THE MOVIE TO COME OUT.",1,0.9
"AN ALMOST FORGOTTEN HOW MUCH I LOVE HARRY POTTER.",1,0.9
"MISSION IMPOSSIBLE YEA AND IT WAS AWESOME.",1,0.7
"I LIKE TO PLAY MISSION IMPOSSIBLE.",-1,0.5
"I LOVE BROKE ABOUT MOUNTAIN THOUGH I THINK I OUR RIGHT ABOUT ITS BEING AN JAVELIN MAINSTREAM VULTURE BECAUSE IT JURIES AND CHALLENGED THAT VULTURES HAVEN ON MONDAY.",-1,0.2
"AND SO THIS GIRL OF KATE'S AVELINE WHO LOVE IT WAS AND HARRY POTTER IN EQUAL MEASURE BOUGHT A TICKET TO THE SHORE ON MARCH THROUGH A NASTY.",-1,0.9
"AND I LOVE HARRY POTTER.",1,0.9
"I WANT TO BE HERE BECAUSE I LOVE HARRY POTTER AND I REALLY WANT A PLACE WHERE PEOPLE TAKE IT SERIOUS BUT IT IS STILL SO MUCH FUN.",1,0.7
"MISSION IMPOSSIBLE PHRASE ASTONISHINGLY GOOD FAT FREE AND VERY MUCH WORTH OR AUNT.",1,0.1
"FORGIVE A FOUNTAIN IS AWESOME.",1,0.9
"I ALSO REALLY ENJOY READING THE HARRY POTTER SERIES RIGHT BEFORE MOVIE A NEW BOOK COME NOW.",1,0.6
"FORGIVE A FOUNTAIN IS AMAZING.",1,0.8
"FORGIVE OF MOUNTAIN WAS US SOME.",1,0.2
"WHY A LOVE BROKE ABOUT MOUNTAIN.",-1,0.4
"I LIKE MISSION IMPOSSIBLE.",-1,0.5
"YEAH MISSION IMPOSSIBLE THREE WAS AWESOME.",1,0.7
"HARRY POTTER HERSEL WAS VERY GOOD TOO.",1,0.1
"AND I WON I SHALL HAVE A BIG FAT THANK YOU TO ESTHER FOR CALLING ME IN ASKING IF I WANTED THE BROKE ABOUT MOUNTAIN STREAM PLAY FROM THEM PAGE SAIL EFFECTS POE.",-0.9,0.7
"FRIDAY I WENT OUT WITH US AND WE WATCHED MISSION IMPOSSIBLE FRAE THAT WAS AN AWESOME MOVIE.",1,0.8
"MISSION IMPOSSIBLE THREE IS AWESOME.",1,0.7
"MISSION IMPOSSIBLE PHRASE ACTUALLY PRETTY AWESOME AS FAR AS MINDLESS ACTION MOVIES GO.",1,0.8
"MISSION IMPOSSIBLE THREE WAS A SURPRISINGLY AWESOME MOVIE.",1,0.9
"AND I LOVE HARRY POTTER AND IT WOULD DEVASTATE ME NOT TO BE INCLUDED.",1,0.9
"I LOVE HARRY POTTER BUT RIGHT NOW I HATED ME YOUNGERS HE'S WATCHING IT.",-1,0.3
"I AGREE WITH YOU I LOVE THE EVENTS OCCURRED I JUST THINK IT'S RIDICULOUS FOR PEOPLE TO GET THEIR PANTIES IN A BUNCH ABOUT THE HURRIES AND BLASPHEMIES AND WHATEVER THE HELL I'LL SETTLE LEGIBLY CONTAINS.",-1,0.7
"PERSONALLY I LOVE READING HARRY POTTER BOOKS.",1,0.9
"IS HE AWESOME AND MISSION IMPOSSIBLE FREE AND HOT.",1,0.5
"THEN WE WENT TO MISSION IMPOSSIBLE THREE AWESOME MOVIE.",1,0.5
"I LOVE OUR MISSION IMPOSSIBLE MOVE.",1,0.3
"LOVE LIVE LIVE THE DA VINCI CODE.",1,0.8
"I AM GLAD THAT YOU ENJOYED IT AND YES I AM A BIG HARRY POTTER FAN AND A FAN OF CHILDREN'S LITERATURE.",1,0.9
"I MISS WRITHING ACOUSTIC MUSIC AND THE DA VINCI CODE.",1,0.5
"I LOVE INTELLECTUAL HARRY POTTER DEBATES.",1,0.9
"THE VISION IMPOSSIBLE THREE WAS AWESOME.",1,0.7
"I WOULD LIKE A HAIRY POTTER FIVE SCAR FOR CHRISTMAS.",1,0.7
"I FINISHED THE DA VINCI TONE THAT WAS AN AWESOME BOOK.",1,0.9
"WE WERE AT AIX AND YES DANIELS HADN'T PHYLLIS SAYS I LOVE BROKE ABOUT MOUNTAIN.",-1,0.4
"FRIDAY I STAYED IN WATCHED MISSION IMPOSSIBLE THEORY WHICH IS AMAZING BY THE WAY.",1,0.8
"EVEN THOUGH I LOVE BROKE ABOUT MOUNTAIN IN VERY HAPPY CRASH ADDRESSED HER.",-1,0.8
"AND THE DA VINCI CLOVE HIS AWESOME BUT ANGEL AND DEMONS AS EVEN BETTER IF YOU WANT A REDS AND BROWNS BOOKS.",1,0.5
"I LOVE CURSED ONLY A CAVE ESCAPADES AND MISSION IMPOSSIBLE TOM AS WELL.",1,0.6
