audio_file_path,query
../asr_cl/speech/91_WhatcourtcasedesegregatedschoolsintheUnitedStates.wav,"WHAT CARCASE DISAGREE DAVID'S FILLS IN THE UNITED STATES."
../asr_cl/speech/92_whatdoconqueringpeoplepassdowntonativepopulations.wav,"WHAT GIVEN VARYING PEOPLE PASSED DOWN TO NATIVE POPULATIONS."
../asr_cl/speech/93_WhendidtheSiegeofAntiochtakeplace.wav,"WHEN DID THE SIEGE OF ANTIOCH TAKE PLACE."
../asr_cl/speech/94_HowmanyBSkyBchannelswereavailabletocustomerspriortoOctober2005.wav,"HOW MANY STRIVE CHANNELS WERE AVAILABLE TO CUSTOMERS PRIOR TO OF VIRTUE OF FIVE."
../asr_cl/speech/95_WhatbroughtthedownfallofJacksonvillefilmmaking.wav,"WHAT BROUGHT THE DOWNFALL OF JACKSONVILLE FELL MAKING."
../asr_cl/speech/96_WhatisthegenderincomeinequalityinBahrain.wav,"WHAT IS THE GENDER INCOME INEQUALITY IN VAURIEN."
../asr_cl/speech/97_Whattechniquescanbeusedtodeterminepaleotopography.wav,"WHAT TECHNIQUES AND EARS TO THE GERMAN FALL OF A GRUFFY."
../asr_cl/speech/98_Whattypeoforganizationwouldneedlargequantitiesofpureoxygen.wav,"WHAT TYPE OF ORGANIZATION WOULD NEED LARGE QUANTITIES OF PURE OXYGEN."
../asr_cl/speech/99_InwhatyeardidtheAmazonexperienceadroughtthatmayhavebeenmoreextremethanin2005.wav,"IN MY CARRIAGE IN THEM AS ON EXPERIENCE AND ROUTE THAT MAY HAVE BEEN MORE EXTREME THEN INTO A FIVE."
../asr_cl/speech/9_WhodesignedthegardenfortheUniversityLibrary.wav,"IT IS EYEING THE GARDEN FOR THE UNIVERSITY LIBRARY."
